entities,id,text,author_id,edit_history_tweet_ids,lang,created_at,geo,context_annotations
"{'urls': [{'start': 77, 'end': 100, 'url': 'https://t.co/vzXJ5RjQIW', 'expanded_url': 'https://twitter.com/HitenMitsurugi_/status/1573675669716107265/photo/1', 'display_url': 'pic.twitter.com/vzXJ5RjQIW', 'media_key': '3_1573675660102737926'}, {'start': 77, 'end': 100, 'url': 'https://t.co/vzXJ5RjQIW', 'expanded_url': 'https://twitter.com/HitenMitsurugi_/status/1573675669716107265/photo/1', 'display_url': 'pic.twitter.com/vzXJ5RjQIW', 'media_key': '3_1573675666071236610'}]}",1573675669716107265,"a psa to not bring her to watch you play dance games.

(feat. a good friend) https://t.co/vzXJ5RjQIW",758522851,['1573675669716107265'],en,2022-09-24T14:08:11.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}]"
"{'urls': [{'start': 175, 'end': 198, 'url': 'https://t.co/fhKH0HZUhW', 'expanded_url': 'https://twitter.com/ArisVigants/status/1572166712304467968/photo/1', 'display_url': 'pic.twitter.com/fhKH0HZUhW', 'media_key': '3_1572166690125008897'}, {'start': 175, 'end': 198, 'url': 'https://t.co/fhKH0HZUhW', 'expanded_url': 'https://twitter.com/ArisVigants/status/1572166712304467968/photo/1', 'display_url': 'pic.twitter.com/fhKH0HZUhW', 'media_key': '3_1572166690187915266'}, {'start': 175, 'end': 198, 'url': 'https://t.co/fhKH0HZUhW', 'expanded_url': 'https://twitter.com/ArisVigants/status/1572166712304467968/photo/1', 'display_url': 'pic.twitter.com/fhKH0HZUhW', 'media_key': '3_1572166690150182914'}], 'annotations': [{'start': 102, 'end': 117, 'probability': 0.6499, 'type': 'Person', 'normalized_text': 'Jelena Ostapenko'}, {'start': 142, 'end': 146, 'probability': 0.3455, 'type': 'Person', 'normalized_text': 'Jeong'}, {'start': 152, 'end': 168, 'probability': 0.5128, 'type': 'Other', 'normalized_text': 'HanaBankKoreaOpen'}], 'mentions': [{'start': 10, 'end': 26, 'username': 'JelenaOstapenk8', 'id': '957644315215491072'}, {'start': 170, 'end': 174, 'username': 'WTA', 'id': '17158140'}], 'hashtags': [{'start': 75, 'end': 83, 'tag': 'Latvian'}, {'start': 87, 'end': 94, 'tag': 'tennis'}, {'start': 123, 'end': 130, 'tag': 'Korean'}, {'start': 151, 'end': 169, 'tag': 'HanaBankKoreaOpen'}]}",1572166712304467968,"Congrats, @JelenaOstapenk8! 
Great &amp; nerve wracking 🎾 game between the #Latvian 🇱🇻 #tennis player Jelena Ostapenko and #Korean 🇰🇷 Boyoung Jeong at #HanaBankKoreaOpen @WTA https://t.co/fhKH0HZUhW",741327335656411136,['1572166712304467968'],en,2022-09-20T10:12:08.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10000331800', 'name': 'Tennis', 'description': 'Classic matches from tennis tournaments.'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '806556845703766016', 'name': 'Selena Gomez', 'description': 'Selena Gomez'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '872893771591016448', 'name': 'Jeļena Ostapenko', 'description': 'Jeļena Ostapenko'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '1095424935726469120', 'name': ""Women's tennis"", 'description': ""Women's Tennis Association""}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557697289971322880', 'name': 'Sports & Fitness Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to sports nutrition, athletic apparel, sports apps, fitness venues'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '806556845703766016', 'name': 'Selena Gomez', 'description': 'Selena Gomez'}}, {'domain': {'id': '55', 'name': 'Music Genre', 'description': 'A category for a musical style, like Pop, Rock, or Rap'}, 'entity': {'id': '810938279801470977', 'name': 'Pop', 'description': 'Pop'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '806556845703766016', 'name': 'Selena Gomez', 'description': 'Selena Gomez'}}, {'domain': {'id': '60', 'name': 'Athlete', 'description': 'An athlete in the world, like Serena Williams or Lionel Messi'}, 'entity': {'id': '872893771591016448', 'name': 'Jeļena Ostapenko', 'description': 'Jeļena Ostapenko'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '806556845703766016', 'name': 'Selena Gomez', 'description': 'Selena Gomez'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '810938279801470977', 'name': 'Pop', 'description': 'Pop'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847903248933502976', 'name': 'Tennis', 'description': 'Tennis'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '872893771591016448', 'name': 'Jeļena Ostapenko', 'description': 'Jeļena Ostapenko'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1095352268046495745', 'name': 'Celebrities', 'description': 'Celebrities'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1095424935726469120', 'name': ""Women's tennis"", 'description': ""Women's Tennis Association""}}]"
"{'urls': [{'start': 47, 'end': 70, 'url': 'https://t.co/IkzwBlvKDu', 'expanded_url': 'https://twitter.com/lilxceejay/status/1571361978534498304/video/1', 'display_url': 'pic.twitter.com/IkzwBlvKDu', 'media_key': '7_1571361845138853890'}], 'annotations': [{'start': 11, 'end': 24, 'probability': 0.6738, 'type': 'Other', 'normalized_text': 'WestCoastSwing'}], 'mentions': [{'start': 38, 'end': 46, 'username': 'BTS_twt', 'id': '335141638'}], 'hashtags': [{'start': 10, 'end': 25, 'tag': 'WestCoastSwing'}]}",1571361978534498304,"When I do #WestCoastSwing, I dance to @BTS_twt https://t.co/IkzwBlvKDu",34995650,['1571361978534498304'],en,2022-09-18T04:54:24.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '55', 'name': 'Music Genre', 'description': 'A category for a musical style, like Pop, Rock, or Rap'}, 'entity': {'id': '888105153038958593', 'name': 'K-pop', 'description': 'K-Pop'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '844438182523383808', 'name': 'BTS'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847524658970636288', 'name': 'Music', 'description': 'Music and radio'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '888105153038958593', 'name': 'K-pop', 'description': 'K-Pop'}}]"
"{'urls': [{'start': 128, 'end': 151, 'url': 'https://t.co/lp6CXvYm4j', 'expanded_url': 'https://twitter.com/Zurily97/status/1570331213151490050/video/1', 'display_url': 'pic.twitter.com/lp6CXvYm4j', 'media_key': '7_1570331167383244802'}], 'annotations': [{'start': 119, 'end': 125, 'probability': 0.6441, 'type': 'Other', 'normalized_text': 'Wooming'}]}",1570331213151490050,"Blessed everytime I'm dancing with all of you guys
Our passion is beyond amazing!!
고마워 여러분🤟🏽🔥👑🌟💪🏾💚Yesterday night with Wooming~ https://t.co/lp6CXvYm4j",235694909,['1570331213151490050'],en,2022-09-15T08:38:31.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847870201580232704', 'name': 'Dance', 'description': 'Dance'}}]"
"{'urls': [{'start': 281, 'end': 304, 'url': 'https://t.co/npD9yTlxJ0', 'expanded_url': 'https://twitter.com/iamismail__/status/1569603959245144064/photo/1', 'display_url': 'pic.twitter.com/npD9yTlxJ0', 'media_key': '3_1569603950130896896'}, {'start': 281, 'end': 304, 'url': 'https://t.co/npD9yTlxJ0', 'expanded_url': 'https://twitter.com/iamismail__/status/1569603959245144064/photo/1', 'display_url': 'pic.twitter.com/npD9yTlxJ0', 'media_key': '3_1569603950143483904'}, {'start': 281, 'end': 304, 'url': 'https://t.co/npD9yTlxJ0', 'expanded_url': 'https://twitter.com/iamismail__/status/1569603959245144064/photo/1', 'display_url': 'pic.twitter.com/npD9yTlxJ0', 'media_key': '3_1569603950139314178'}]}",1569603959245144064,"Offline classes started  and there will be no more appeal to virtual classes, waking up early as usual, grabbing the notebooks for that day , running from one lecture hall to the other for the next class, talking to classmates about their opinions and asking doubts from professor https://t.co/npD9yTlxJ0",888087679916789760,['1569603959245144064'],en,2022-09-13T08:28:40.000Z,{'place_id': '07d403fda5cb90c2'},
"{'urls': [{'start': 72, 'end': 95, 'url': 'https://t.co/UXvIrZkMB0', 'expanded_url': 'https://twitter.com/sharksyl19/status/1567793259505946630/photo/1', 'display_url': 'pic.twitter.com/UXvIrZkMB0', 'media_key': '3_1567793250156838914'}, {'start': 72, 'end': 95, 'url': 'https://t.co/UXvIrZkMB0', 'expanded_url': 'https://twitter.com/sharksyl19/status/1567793259505946630/photo/1', 'display_url': 'pic.twitter.com/UXvIrZkMB0', 'media_key': '3_1567793250144231424'}], 'annotations': [{'start': 22, 'end': 45, 'probability': 0.5843, 'type': 'Other', 'normalized_text': 'THEDREAMSHOW2_In_A_DREAM'}, {'start': 49, 'end': 70, 'probability': 0.5809, 'type': 'Organization', 'normalized_text': 'NCTDREAM_THEDREAMSHOW2'}], 'hashtags': [{'start': 21, 'end': 46, 'tag': 'THEDREAMSHOW2_In_A_DREAM'}, {'start': 48, 'end': 71, 'tag': 'NCTDREAM_THEDREAMSHOW2'}]}",1567793259505946630,"Let’s run the show 

#THEDREAMSHOW2_In_A_DREAM 
#NCTDREAM_THEDREAMSHOW2 https://t.co/UXvIrZkMB0",758310819075465217,['1567793259505946630'],en,2022-09-08T08:33:35.000Z,,
"{'urls': [{'start': 145, 'end': 168, 'url': 'https://t.co/oBqlkAexSv', 'expanded_url': 'https://twitter.com/Zurily97/status/1567491863661379594/video/1', 'display_url': 'pic.twitter.com/oBqlkAexSv', 'media_key': '7_1567491763966984192'}], 'annotations': [{'start': 21, 'end': 27, 'probability': 0.4998, 'type': 'Person', 'normalized_text': 'Koosung'}, {'start': 35, 'end': 40, 'probability': 0.6495, 'type': 'Person', 'normalized_text': 'Wootae'}], 'hashtags': [{'start': 138, 'end': 144, 'tag': 'Dance'}]}",1567491863661379594,"Amazing collab class Koosung &amp; Wootae that I had today!
Really enjoyed the vibes it's been a lit day today at the dance studio!🙏🏽🥰🤟🏽🔥
#Dance https://t.co/oBqlkAexSv",235694909,['1567491863661379594'],en,2022-09-07T12:35:57.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847870201580232704', 'name': 'Dance', 'description': 'Dance'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847870201580232704', 'name': 'Dance', 'description': 'Dance'}}]"
"{'urls': [{'start': 195, 'end': 218, 'url': 'https://t.co/f7SOvYBS5r', 'expanded_url': 'https://twitter.com/kots_com/status/1565286361761869824/photo/1', 'display_url': 'pic.twitter.com/f7SOvYBS5r', 'media_key': '3_1565286356221235200'}], 'annotations': [{'start': 107, 'end': 111, 'probability': 0.9754, 'type': 'Place', 'normalized_text': 'Seoul'}], 'hashtags': [{'start': 118, 'end': 125, 'tag': 'travel'}, {'start': 126, 'end': 138, 'tag': 'photography'}, {'start': 139, 'end': 149, 'tag': 'cityscape'}, {'start': 150, 'end': 160, 'tag': 'landscape'}, {'start': 161, 'end': 166, 'tag': 'trip'}, {'start': 167, 'end': 175, 'tag': 'tourism'}, {'start': 176, 'end': 182, 'tag': 'photo'}, {'start': 183, 'end': 188, 'tag': 'city'}, {'start': 189, 'end': 194, 'tag': 'view'}]}",1565286361761869824,"GM guys! ☀️

Hope you have a great day today, wherever you are 😊

Start your day with this lovely photo of Seoul! 🇰🇷

#travel #photography #cityscape #landscape #trip #tourism #photo #city #view https://t.co/f7SOvYBS5r",1562290570310983682,['1565286361761869824'],en,2022-09-01T10:32:04.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '839159814991167489', 'name': 'Travel', 'description': 'Travel'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857603051657482241', 'name': 'Destinations', 'description': 'Destinations'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847869714860605440', 'name': 'Photography', 'description': 'Photography'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839159814991167489', 'name': 'Travel', 'description': 'Travel'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847869714860605440', 'name': 'Photography', 'description': 'Photography'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1194367046898733056', 'name': 'Asia Pacific travel'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1265660441822281728', 'name': 'Art'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1280550787207147521', 'name': 'Arts & culture'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1283836905398792192', 'name': 'Nature photography'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1307023557151477766', 'name': 'South Korea travel'}}, {'domain': {'id': '163', 'name': 'Travel', 'description': 'for travel in specific places and types of travels, e.g., Venezuela travel, Spain travel, road trips'}, 'entity': {'id': '1307023557151477766', 'name': 'South Korea travel'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '839159814991167489', 'name': 'Travel', 'description': 'Travel'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '842061030951809024', 'name': 'Travel novelty', 'description': 'Travel novelty'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '839161975712067584', 'name': 'Travel Actions', 'description': 'This entity includes all conversations about travel and vacation.'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '842064906841026560', 'name': 'Travel photography', 'description': 'This entity includes conversations about travel photography.'}}]"
"{'urls': [{'start': 167, 'end': 190, 'url': 'https://t.co/fDRw8uKf8O', 'expanded_url': 'https://twitter.com/walkitecture/status/1564066628211703808/photo/1', 'display_url': 'pic.twitter.com/fDRw8uKf8O', 'media_key': '3_1564066618447216640'}, {'start': 167, 'end': 190, 'url': 'https://t.co/fDRw8uKf8O', 'expanded_url': 'https://twitter.com/walkitecture/status/1564066628211703808/photo/1', 'display_url': 'pic.twitter.com/fDRw8uKf8O', 'media_key': '3_1564066618141200384'}], 'annotations': [{'start': 13, 'end': 17, 'probability': 0.9374, 'type': 'Place', 'normalized_text': 'Seoul'}, {'start': 24, 'end': 40, 'probability': 0.9454, 'type': 'Place', 'normalized_text': 'Bukaksan Mountain'}, {'start': 46, 'end': 63, 'probability': 0.9473, 'type': 'Place', 'normalized_text': 'Inwangsan Mountain'}, {'start': 77, 'end': 81, 'probability': 0.9455, 'type': 'Place', 'normalized_text': 'Seoul'}], 'hashtags': [{'start': 84, 'end': 96, 'tag': 'photography'}, {'start': 97, 'end': 109, 'tag': 'Photo_Folio'}, {'start': 110, 'end': 128, 'tag': 'photographylovers'}, {'start': 129, 'end': 139, 'tag': 'cityscape'}, {'start': 140, 'end': 150, 'tag': 'landscape'}, {'start': 151, 'end': 158, 'tag': 'street'}, {'start': 159, 'end': 166, 'tag': 'nature'}]}",1564066628211703808,"The views of Seoul from Bukaksan Mountain and Inwangsan Mountain.

Beautiful Seoul

#photography #Photo_Folio #photographylovers #cityscape #landscape #street #nature https://t.co/fDRw8uKf8O",1558306302287171585,['1564066628211703808'],en,2022-08-29T01:45:17.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847869714860605440', 'name': 'Photography', 'description': 'Photography'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847869714860605440', 'name': 'Photography', 'description': 'Photography'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1265660441822281728', 'name': 'Art'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1280550787207147521', 'name': 'Arts & culture'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1283836905398792192', 'name': 'Nature photography'}}]"
"{'urls': [{'start': 142, 'end': 165, 'url': 'https://t.co/UstpMAKFFm', 'expanded_url': 'https://twitter.com/Digital_Muscle/status/1563053916161318912/photo/1', 'display_url': 'pic.twitter.com/UstpMAKFFm', 'media_key': '3_1563053906959118337'}, {'start': 142, 'end': 165, 'url': 'https://t.co/UstpMAKFFm', 'expanded_url': 'https://twitter.com/Digital_Muscle/status/1563053916161318912/photo/1', 'display_url': 'pic.twitter.com/UstpMAKFFm', 'media_key': '3_1563053906963288064'}, {'start': 142, 'end': 165, 'url': 'https://t.co/UstpMAKFFm', 'expanded_url': 'https://twitter.com/Digital_Muscle/status/1563053916161318912/photo/1', 'display_url': 'pic.twitter.com/UstpMAKFFm', 'media_key': '3_1563053906954821632'}, {'start': 142, 'end': 165, 'url': 'https://t.co/UstpMAKFFm', 'expanded_url': 'https://twitter.com/Digital_Muscle/status/1563053916161318912/photo/1', 'display_url': 'pic.twitter.com/UstpMAKFFm', 'media_key': '3_1563053906963247104'}], 'annotations': [{'start': 126, 'end': 137, 'probability': 0.6462, 'type': 'Place', 'normalized_text': 'Seoul Garden'}]}",1563053916161318912,"After a ridiculous long fasting plus 20km run, I’m ready to feast 🤤 
Lunch buffet (shabu style)
Todays menu brought to you by Seoul Garden 🇰🇷 https://t.co/UstpMAKFFm",1263423558,['1563053916161318912'],en,2022-08-26T06:41:08.000Z,,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '825047692124442624', 'name': 'Food', 'description': 'Food'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '826817907946450944', 'name': 'Food Blogs', 'description': 'Food Blogs'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1006588701193879552', 'name': 'Lunch', 'description': 'This entity tracks all conversations that mention lunch.'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '825047692124442624', 'name': 'Food', 'description': 'Food'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '826817907946450944', 'name': 'Food Blogs', 'description': 'Food Blogs'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1006588701193879552', 'name': 'Lunch', 'description': 'This entity tracks all conversations that mention lunch.'}}, {'domain': {'id': '152', 'name': 'Food', 'description': 'Topics about food, like Donuts or Brunch'}, 'entity': {'id': '825047692124442624', 'name': 'Food', 'description': 'Food'}}]"
"{'urls': [{'start': 139, 'end': 162, 'url': 'https://t.co/3DSgwNizl7', 'expanded_url': 'https://twitter.com/walkitecture/status/1562648379146256384/photo/1', 'display_url': 'pic.twitter.com/3DSgwNizl7', 'media_key': '3_1562648368882466816'}], 'annotations': [{'start': 21, 'end': 26, 'probability': 0.8323, 'type': 'Product', 'normalized_text': 'iPhone'}], 'hashtags': [{'start': 30, 'end': 40, 'tag': 'escalator'}, {'start': 41, 'end': 54, 'tag': 'architecture'}, {'start': 55, 'end': 62, 'tag': 'stairs'}, {'start': 63, 'end': 70, 'tag': 'street'}, {'start': 71, 'end': 83, 'tag': 'photography'}, {'start': 84, 'end': 98, 'tag': 'PhotoOfTheDay'}, {'start': 99, 'end': 111, 'tag': 'photo_folio'}, {'start': 112, 'end': 125, 'tag': 'iphonography'}, {'start': 126, 'end': 138, 'tag': 'PicOfTheDay'}]}",1562648379146256384,"Up and down

Shot on iPhone.

#escalator #architecture #stairs #street #photography #PhotoOfTheDay #photo_folio #iphonography #PicOfTheDay https://t.co/3DSgwNizl7",1558306302287171585,['1562648379146256384'],en,2022-08-25T03:49:40.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847869714860605440', 'name': 'Photography', 'description': 'Photography'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839544211036749824', 'name': 'Architecture'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847869714860605440', 'name': 'Photography', 'description': 'Photography'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1265660441822281728', 'name': 'Art'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1278093262406815744', 'name': 'Fields of study'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1280550787207147521', 'name': 'Arts & culture'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1284083471619518464', 'name': 'Architectural photography'}}, {'domain': {'id': '164', 'name': 'Fields of study', 'description': 'for all fields of study, e.g., futurology, microbiology '}, 'entity': {'id': '1278093262406815744', 'name': 'Fields of study'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10024011738', 'name': 'Apple - iPhone'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '848985956778561538', 'name': 'Mobile', 'description': 'Mobile'}}]"
