entities,id,text,author_id,edit_history_tweet_ids,lang,created_at,geo,context_annotations
"{'urls': [{'start': 94, 'end': 117, 'url': 'https://t.co/RdBsWbBLvA', 'expanded_url': 'https://twitter.com/walkitecture/status/1562260993962811393/photo/1', 'display_url': 'pic.twitter.com/RdBsWbBLvA', 'media_key': '3_1562260988732116993'}], 'hashtags': [{'start': 31, 'end': 44, 'tag': 'architecture'}, {'start': 45, 'end': 52, 'tag': 'street'}, {'start': 53, 'end': 65, 'tag': 'photography'}, {'start': 66, 'end': 78, 'tag': 'Photo_Folio'}, {'start': 79, 'end': 93, 'tag': 'PhotoOfTheDay'}]}",1562260993962811393,"A tower covered in thick fog.

#architecture #street #photography #Photo_Folio #PhotoOfTheDay https://t.co/RdBsWbBLvA",1558306302287171585,['1562260993962811393'],en,2022-08-24T02:10:21.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847869714860605440', 'name': 'Photography', 'description': 'Photography'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839544211036749824', 'name': 'Architecture'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847869714860605440', 'name': 'Photography', 'description': 'Photography'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1265660441822281728', 'name': 'Art'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1278093262406815744', 'name': 'Fields of study'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1280550787207147521', 'name': 'Arts & culture'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1284083471619518464', 'name': 'Architectural photography'}}, {'domain': {'id': '164', 'name': 'Fields of study', 'description': 'for all fields of study, e.g., futurology, microbiology '}, 'entity': {'id': '1278093262406815744', 'name': 'Fields of study'}}]"
"{'urls': [{'start': 141, 'end': 164, 'url': 'https://t.co/iY3nREBQSe', 'expanded_url': 'https://twitter.com/walkitecture/status/1561666306734075904/photo/1', 'display_url': 'pic.twitter.com/iY3nREBQSe', 'media_key': '3_1561666300090261504'}], 'annotations': [{'start': 0, 'end': 20, 'probability': 0.6534, 'type': 'Other', 'normalized_text': 'Bukchon Hanok Village'}, {'start': 25, 'end': 29, 'probability': 0.9641, 'type': 'Place', 'normalized_text': 'Seoul'}], 'hashtags': [{'start': 62, 'end': 69, 'tag': 'street'}, {'start': 70, 'end': 82, 'tag': 'photography'}, {'start': 83, 'end': 97, 'tag': 'PhotoOfTheDay'}, {'start': 98, 'end': 110, 'tag': 'picoftheday'}, {'start': 111, 'end': 124, 'tag': 'architecture'}, {'start': 125, 'end': 133, 'tag': 'skyline'}, {'start': 134, 'end': 140, 'tag': 'photo'}]}",1561666306734075904,"Bukchon Hanok Village in Seoul.

Have you been there, guys? 

#street #photography #PhotoOfTheDay #picoftheday #architecture #skyline #photo https://t.co/iY3nREBQSe",1558306302287171585,['1561666306734075904'],en,2022-08-22T10:47:16.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847869714860605440', 'name': 'Photography', 'description': 'Photography'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839544211036749824', 'name': 'Architecture'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847869714860605440', 'name': 'Photography', 'description': 'Photography'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1265660441822281728', 'name': 'Art'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1278093262406815744', 'name': 'Fields of study'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1280550787207147521', 'name': 'Arts & culture'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1284083471619518464', 'name': 'Architectural photography'}}, {'domain': {'id': '164', 'name': 'Fields of study', 'description': 'for all fields of study, e.g., futurology, microbiology '}, 'entity': {'id': '1278093262406815744', 'name': 'Fields of study'}}]"
"{'urls': [{'start': 84, 'end': 107, 'url': 'https://t.co/AbibNf9DA8', 'expanded_url': 'https://twitter.com/walkitecture/status/1560613183269720066/photo/1', 'display_url': 'pic.twitter.com/AbibNf9DA8', 'media_key': '3_1560613175266988032'}], 'hashtags': [{'start': 31, 'end': 44, 'tag': 'architecture'}, {'start': 45, 'end': 51, 'tag': 'wings'}, {'start': 52, 'end': 60, 'tag': 'closeup'}, {'start': 61, 'end': 70, 'tag': 'building'}, {'start': 71, 'end': 83, 'tag': 'photography'}]}",1560613183269720066,"The post office headquarters.

#architecture #wings #closeup #building #photography https://t.co/AbibNf9DA8",1558306302287171585,['1560613183269720066'],en,2022-08-19T13:02:32.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847869714860605440', 'name': 'Photography', 'description': 'Photography'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839544211036749824', 'name': 'Architecture'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847869714860605440', 'name': 'Photography', 'description': 'Photography'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1265660441822281728', 'name': 'Art'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1278093262406815744', 'name': 'Fields of study'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1280550787207147521', 'name': 'Arts & culture'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1284083471619518464', 'name': 'Architectural photography'}}, {'domain': {'id': '164', 'name': 'Fields of study', 'description': 'for all fields of study, e.g., futurology, microbiology '}, 'entity': {'id': '1278093262406815744', 'name': 'Fields of study'}}]"
"{'urls': [{'start': 211, 'end': 234, 'url': 'https://t.co/OjZ2jD1pMH', 'expanded_url': 'https://twitter.com/walkitecture/status/1560532413645606912/photo/1', 'display_url': 'pic.twitter.com/OjZ2jD1pMH', 'media_key': '3_1560532400542601217'}, {'start': 211, 'end': 234, 'url': 'https://t.co/OjZ2jD1pMH', 'expanded_url': 'https://twitter.com/walkitecture/status/1560532413645606912/photo/1', 'display_url': 'pic.twitter.com/OjZ2jD1pMH', 'media_key': '3_1560532400563634176'}, {'start': 211, 'end': 234, 'url': 'https://t.co/OjZ2jD1pMH', 'expanded_url': 'https://twitter.com/walkitecture/status/1560532413645606912/photo/1', 'display_url': 'pic.twitter.com/OjZ2jD1pMH', 'media_key': '3_1560532400542584834'}], 'annotations': [{'start': 0, 'end': 19, 'probability': 0.5103, 'type': 'Place', 'normalized_text': 'Gyeonghoeru Pavilion'}, {'start': 24, 'end': 43, 'probability': 0.827, 'type': 'Place', 'normalized_text': 'Gyeongbokgung Palace'}], 'hashtags': [{'start': 160, 'end': 173, 'tag': 'architecture'}, {'start': 174, 'end': 186, 'tag': 'traditional'}, {'start': 187, 'end': 197, 'tag': 'luxurious'}, {'start': 198, 'end': 210, 'tag': 'photography'}]}",1560532413645606912,"Gyeonghoeru Pavilion in Gyeongbokgung Palace. The pavilion was used to greet other countries’ envoys and hold banquets for the king.

It’s built on the pond. 

#architecture #traditional #luxurious #photography https://t.co/OjZ2jD1pMH",1558306302287171585,['1560532413645606912'],en,2022-08-19T07:41:35.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847869714860605440', 'name': 'Photography', 'description': 'Photography'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839544211036749824', 'name': 'Architecture'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847869714860605440', 'name': 'Photography', 'description': 'Photography'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1265660441822281728', 'name': 'Art'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1278093262406815744', 'name': 'Fields of study'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1280550787207147521', 'name': 'Arts & culture'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1284083471619518464', 'name': 'Architectural photography'}}, {'domain': {'id': '164', 'name': 'Fields of study', 'description': 'for all fields of study, e.g., futurology, microbiology '}, 'entity': {'id': '1278093262406815744', 'name': 'Fields of study'}}]"
"{'urls': [{'start': 100, 'end': 123, 'url': 'https://t.co/0dsoAIeYqo', 'expanded_url': 'https://twitter.com/walkitecture/status/1559819237153128448/photo/1', 'display_url': 'pic.twitter.com/0dsoAIeYqo', 'media_key': '3_1559819230630989824'}], 'hashtags': [{'start': 40, 'end': 52, 'tag': 'coincidence'}, {'start': 53, 'end': 62, 'tag': 'snapshot'}, {'start': 63, 'end': 70, 'tag': 'street'}, {'start': 71, 'end': 83, 'tag': 'photography'}, {'start': 84, 'end': 94, 'tag': 'cityscape'}, {'start': 95, 'end': 99, 'tag': 'sky'}]}",1559819237153128448,"A statue looking at the plane landing.

#coincidence #snapshot #street #photography #cityscape #sky https://t.co/0dsoAIeYqo",1558306302287171585,['1559819237153128448'],en,2022-08-17T08:27:40.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847869714860605440', 'name': 'Photography', 'description': 'Photography'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847869714860605440', 'name': 'Photography', 'description': 'Photography'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1265660441822281728', 'name': 'Art'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1280550787207147521', 'name': 'Arts & culture'}}]"
"{'urls': [{'start': 169, 'end': 192, 'url': 'https://t.co/QpD0kE0rfT', 'expanded_url': 'https://twitter.com/DSTECHEETAH/status/1559553471396839428/video/1', 'display_url': 'pic.twitter.com/QpD0kE0rfT', 'media_key': '13_1559553323732271109'}], 'annotations': [{'start': 16, 'end': 27, 'probability': 0.7244, 'type': 'Other', 'normalized_text': 'Morning Calm'}, {'start': 118, 'end': 128, 'probability': 0.7698, 'type': 'Other', 'normalized_text': 'DSTECHEETAH'}, {'start': 131, 'end': 140, 'probability': 0.4976, 'type': 'Other', 'normalized_text': 'SeoulEPrix'}], 'mentions': [{'start': 159, 'end': 168, 'username': 'li_cycle', 'id': '778317231604240384'}], 'hashtags': [{'start': 117, 'end': 129, 'tag': 'DSTECHEETAH'}, {'start': 130, 'end': 141, 'tag': 'SeoulEPrix'}, {'start': 142, 'end': 157, 'tag': 'Sustainability'}]}",1559553471396839428,"The land of the Morning Calm, is pushing to sustainability projects, especially to develop the mobility of tomorrow

#DSTECHEETAH #SeoulEPrix #Sustainability 
@li_cycle https://t.co/QpD0kE0rfT",750276637699235840,['1559553471396839428'],en,2022-08-16T14:51:37.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847900599387430912', 'name': 'Auto racing', 'description': 'Auto racing'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '967067893673242624', 'name': 'Formula E', 'description': 'フォーミュラE (Formula E)'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1497266565669998594', 'name': 'Open-wheel racing'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1509530211146088466', 'name': 'Motorsport'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1518943224206831616', 'name': 'DS Techeetah'}}]"
"{'urls': [{'start': 129, 'end': 152, 'url': 'https://t.co/ftBn5ujbpo', 'expanded_url': 'https://twitter.com/riahmuzik/status/1555948774534434816/video/1', 'display_url': 'pic.twitter.com/ftBn5ujbpo', 'media_key': '7_1555948706905526272'}], 'annotations': [{'start': 27, 'end': 33, 'probability': 0.9613, 'type': 'Other', 'normalized_text': 'Show Me'}, {'start': 102, 'end': 115, 'probability': 0.6613, 'type': 'Person', 'normalized_text': 'christianmusic'}], 'hashtags': [{'start': 73, 'end': 79, 'tag': 'music'}, {'start': 80, 'end': 90, 'tag': 'newsingle'}, {'start': 91, 'end': 100, 'tag': 'Streamer'}, {'start': 101, 'end': 116, 'tag': 'christianmusic'}, {'start': 117, 'end': 121, 'tag': 'pop'}, {'start': 122, 'end': 128, 'tag': 'dance'}]}",1555948774534434816,"Check out my first single “Show Me” available everywhere! (Link in bio) 
#music #newsingle #Streamer #christianmusic #pop #dance https://t.co/ftBn5ujbpo",240350519,['1555948774534434816'],en,2022-08-06T16:07:50.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '55', 'name': 'Music Genre', 'description': 'A category for a musical style, like Pop, Rock, or Rap'}, 'entity': {'id': '849673970395693057', 'name': 'Christian & gospel music', 'description': 'Christian and Gospel'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847524658970636288', 'name': 'Music', 'description': 'Music and radio'}}]"
"{'urls': [{'start': 175, 'end': 198, 'url': 'https://t.co/IUpeniIy5l', 'expanded_url': 'https://twitter.com/xrmetaversero/status/1553941959940935680/video/1', 'display_url': 'pic.twitter.com/IUpeniIy5l', 'media_key': '7_1553941877053075459'}], 'annotations': [{'start': 1, 'end': 2, 'probability': 0.5668, 'type': 'Other', 'normalized_text': 'XR'}, {'start': 5, 'end': 7, 'probability': 0.4924, 'type': 'Other', 'normalized_text': 'NFT'}, {'start': 19, 'end': 22, 'probability': 0.5181, 'type': 'Organization', 'normalized_text': 'Mcat'}, {'start': 123, 'end': 125, 'probability': 0.5677, 'type': 'Organization', 'normalized_text': 'CCC'}], 'mentions': [{'start': 85, 'end': 97, 'username': 'metaversero', 'id': '1424913365105741825'}, {'start': 108, 'end': 121, 'username': 'marpple_life', 'id': '41828671'}, {'start': 139, 'end': 150, 'username': 'guccinagji', 'id': '1447871581359726594'}, {'start': 151, 'end': 161, 'username': 'shyghostx', 'id': '1130378355679776768'}], 'hashtags': [{'start': 0, 'end': 3, 'tag': 'XR'}, {'start': 4, 'end': 8, 'tag': 'NFT'}, {'start': 18, 'end': 23, 'tag': 'Mcat'}, {'start': 122, 'end': 126, 'tag': 'CCC'}]}",1553941959940935680,"#XR #NFT for lyf.
#Mcat chilling with the vibe. 

Excellent accommodation 🎵

👇Dance:
@metaversero 

👇Event:
@marpple_life #CCC 

👇Spotted:
@guccinagji @shyghostx @shydain0757 https://t.co/IUpeniIy5l",1460618657999233024,['1553941959940935680'],en,2022-08-01T03:13:28.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847894353708068864', 'name': 'Investing', 'description': 'Investing'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1369311988040355840', 'name': 'NFTs', 'description': 'Non-fungible tokens'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1491481998862348291', 'name': 'Digital asset industry'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1492162686204854274', 'name': 'Digital assets & cryptocurrency', 'description': 'Cryptocurrency'}}]"
"{'annotations': [{'start': 63, 'end': 68, 'probability': 0.9206, 'type': 'Person', 'normalized_text': 'Woomin'}]}",1553001667435499520,"Closed the dance studio tonight again, it was really nice with Woomin but almost 38 degrees at night? I can't breath right now man",235694909,['1553001667435499520'],en,2022-07-29T12:57:05.000Z,{'place_id': '07d403fda5cb90c2'},
"{'urls': [{'start': 142, 'end': 165, 'url': 'https://t.co/k7Kzbhpzhe', 'expanded_url': 'https://twitter.com/jnk01160804/status/1542047033137082368/photo/1', 'display_url': 'pic.twitter.com/k7Kzbhpzhe', 'media_key': '3_1542047026312949760'}], 'annotations': [{'start': 25, 'end': 30, 'probability': 0.938, 'type': 'Person', 'normalized_text': 'Jennie'}, {'start': 100, 'end': 112, 'probability': 0.7607, 'type': 'Other', 'normalized_text': 'Jentle Garden'}, {'start': 128, 'end': 140, 'probability': 0.6256, 'type': 'Other', 'normalized_text': 'GentleMonster'}], 'hashtags': [{'start': 24, 'end': 31, 'tag': 'Jennie'}, {'start': 71, 'end': 74, 'tag': '제니'}, {'start': 127, 'end': 141, 'tag': 'GentleMonster'}]}",1542047033137082368,"We sat there and admire #Jennie for about an hour before walking off 😂 #제니 

Still in love with the Jentle Garden collection 🥰 #GentleMonster https://t.co/k7Kzbhpzhe",1461530047710261249,['1542047033137082368'],en,2022-06-29T07:27:17.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '913136751920611329', 'name': 'JENNIE', 'description': 'Jennie (제니) - member of BLACKPINK'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '913136751920611329', 'name': 'JENNIE', 'description': 'Jennie (제니) - member of BLACKPINK'}}, {'domain': {'id': '55', 'name': 'Music Genre', 'description': 'A category for a musical style, like Pop, Rock, or Rap'}, 'entity': {'id': '888105153038958593', 'name': 'K-pop', 'description': 'K-Pop'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847524658970636288', 'name': 'Music', 'description': 'Music and radio'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '888105153038958593', 'name': 'K-pop', 'description': 'K-Pop'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '913136751920611329', 'name': 'JENNIE', 'description': 'Jennie (제니) - member of BLACKPINK'}}]"
"{'urls': [{'start': 59, 'end': 82, 'url': 'https://t.co/6kexYRDnA4', 'expanded_url': 'https://twitter.com/jooyounjoong/status/1541332013885837314/photo/1', 'display_url': 'pic.twitter.com/6kexYRDnA4', 'media_key': '3_1541332000132706305'}]}",1541332013885837314,The most luxurious hotel swimming pool I have ever been to https://t.co/6kexYRDnA4,1486668477356474368,['1541332013885837314'],en,2022-06-27T08:06:03.000Z,,
"{'urls': [{'start': 104, 'end': 127, 'url': 'https://t.co/t33c3ztoh4', 'expanded_url': 'https://twitter.com/ArndellShane/status/1535598280650149888/photo/1', 'display_url': 'pic.twitter.com/t33c3ztoh4', 'media_key': '3_1535598275554082816'}], 'annotations': [{'start': 84, 'end': 88, 'probability': 0.9393, 'type': 'Place', 'normalized_text': 'Seoul'}, {'start': 91, 'end': 95, 'probability': 0.9667, 'type': 'Place', 'normalized_text': 'Korea'}], 'hashtags': [{'start': 18, 'end': 29, 'tag': 'everywhere'}, {'start': 31, 'end': 38, 'tag': 'Nailed'}]}",1535598280650149888,"Did I walk today? #everywhere! #Nailed the daily target, and some in the streets of Seoul, Korea today! https://t.co/t33c3ztoh4",2437887608,['1535598280650149888'],en,2022-06-11T12:22:14.000Z,,
"{'urls': [{'start': 174, 'end': 197, 'url': 'https://t.co/LijVCaZQOM', 'expanded_url': 'https://twitter.com/Zurily97/status/1535549506791829504/video/1', 'display_url': 'pic.twitter.com/LijVCaZQOM', 'media_key': '7_1535549422779924486'}], 'annotations': [{'start': 19, 'end': 22, 'probability': 0.7296, 'type': 'Other', 'normalized_text': 'BTBT'}, {'start': 27, 'end': 32, 'probability': 0.8875, 'type': 'Person', 'normalized_text': 'Hanbin'}, {'start': 60, 'end': 68, 'probability': 0.9153, 'type': 'Person', 'normalized_text': 'YoungBeen'}, {'start': 95, 'end': 106, 'probability': 0.7764, 'type': 'Other', 'normalized_text': 'Dance Studio'}, {'start': 169, 'end': 172, 'probability': 0.4402, 'type': 'Other', 'normalized_text': 'BTBT'}], 'hashtags': [{'start': 168, 'end': 173, 'tag': 'BTBT'}]}",1535549506791829504,"Original choreo of BTBT by Hanbin chorus part one. 
Part of YoungBeen's choreo yesterday at 1M Dance Studio.
The class was so full and we all had so much fun!! Lit🔥🔥🙌🏽 #BTBT https://t.co/LijVCaZQOM",235694909,['1535549506791829504'],en,2022-06-11T09:08:26.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847870201580232704', 'name': 'Dance', 'description': 'Dance'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '1358754150788440067', 'name': 'Workout videos'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847870201580232704', 'name': 'Dance', 'description': 'Dance'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1358754150788440067', 'name': 'Workout videos'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1377732830906654722', 'name': 'K-pop dance'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '913153265017040896', 'name': 'B.I (iKON)', 'description': 'B.I (비아이) - member of iKON'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '913153265017040896', 'name': 'B.I (iKON)', 'description': 'B.I (비아이) - member of iKON'}}, {'domain': {'id': '55', 'name': 'Music Genre', 'description': 'A category for a musical style, like Pop, Rock, or Rap'}, 'entity': {'id': '888105153038958593', 'name': 'K-pop', 'description': 'K-Pop'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847524658970636288', 'name': 'Music', 'description': 'Music and radio'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '888105153038958593', 'name': 'K-pop', 'description': 'K-Pop'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '913153265017040896', 'name': 'B.I (iKON)', 'description': 'B.I (비아이) - member of iKON'}}]"
"{'annotations': [{'start': 9, 'end': 16, 'probability': 0.9679, 'type': 'Person', 'normalized_text': 'mark lee'}], 'hashtags': [{'start': 83, 'end': 91, 'tag': 'MARKLEE'}]}",1534842861329342464,just saw mark lee walking on the literal street 😭😭 he likes living on the edge 😭😭😭 #MARKLEE lmfaoo hii mark,1103820773507112960,['1534842861329342464'],en,2022-06-09T10:20:28.000Z,{'place_id': '07d403fda5cb90c2'},
"{'annotations': [{'start': 17, 'end': 20, 'probability': 0.801, 'type': 'Other', 'normalized_text': 'BTBT'}, {'start': 25, 'end': 30, 'probability': 0.897, 'type': 'Person', 'normalized_text': 'Hanbin'}]}",1527889586453905408,"Today's practice BTBT by Hanbin.
Sooo catchy is a whole masterpiece!
Also can't believe we share dance teams at the moment🙏🏽🔥
Have a nice weekend!",235694909,['1527889586453905408'],en,2022-05-21T05:50:38.000Z,{'place_id': '07d403fda5cb90c2'},"[{'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847524658970636288', 'name': 'Music', 'description': 'Music and radio'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847870201580232704', 'name': 'Dance', 'description': 'Dance'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1377732830906654722', 'name': 'K-pop dance'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '913153265017040896', 'name': 'B.I (iKON)', 'description': 'B.I (비아이) - member of iKON'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '913153265017040896', 'name': 'B.I (iKON)', 'description': 'B.I (비아이) - member of iKON'}}, {'domain': {'id': '55', 'name': 'Music Genre', 'description': 'A category for a musical style, like Pop, Rock, or Rap'}, 'entity': {'id': '888105153038958593', 'name': 'K-pop', 'description': 'K-Pop'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847524658970636288', 'name': 'Music', 'description': 'Music and radio'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '888105153038958593', 'name': 'K-pop', 'description': 'K-Pop'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '913153265017040896', 'name': 'B.I (iKON)', 'description': 'B.I (비아이) - member of iKON'}}]"
